"사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","총종업원수","축산물가공업구분명","축산업무구분명"
"주식회사 파라독스","서울특별시 마포구 합정동 426-8번지","서울특별시 마포구 월드컵로 29 지하3층 (합정동)","20180504","운영중","","","","","0","","","","동물판매업"
"주식회사 코스모스이펙트","서울특별시 강남구 삼성동 142-26번지 12층","서울특별시 강남구 테헤란로69길 5 12층 (삼성동)","20180504","운영중","","","","","0","","","","동물판매업"
"달이네애견미용실","서울특별시 강남구 논현동 125-17번지 1층","서울특별시 강남구 학동로12길 5 1층 (논현동)","20180427","운영중","","","","","0","","","","동물판매업"
"사랑의 동물병원","서울특별시 영등포구 양평동5가 76번지 양평동한신아파트","서울특별시 영등포구 양평로24길 9 1층 12호 (양평동5가 양평동한신아파트)","20180330","운영중","","","","","0","","","","동물판매업"
"달이네 애견미용실","서울특별시 강남구 논현동 125-17번지 1층","서울특별시 강남구 학동로12길 5 1층 (논현동)","20180314","운영중","","","","","0","","","","동물판매업"
"드림동물나라","서울특별시 은평구 대조동 188-1번지","서울특별시 은평구 통일로 803-1 (대조동)","20130521","폐업 등","20160330","","","","0","","","","동물판매업"
"그루머 웅(Groomer W)","서울특별시 도봉구 도봉동 89-173번지","서울특별시 도봉구 도봉로170길 28 12층 (도봉동)","20180111","폐업 등","20180605","","","","0","","","","동물판매업"
"코튼캔디 펫샵(cotton candy pet shop)","서울특별시 영등포구 영등포동 602-125번지","서울특별시 영등포구 신길로 237 1층 (영등포동)","20180327","운영중","","","","","0","","","","동물판매업"
"몰리스 펫 샵 센트럴시티점","서울특별시 서초구 반포동 118-3번지 CENTRALCITY반포천 복개주차장","서울특별시 서초구 사평대로 205 CENTRALCITY반포천 복개주차장 FP 125호 (반포동)","20180426","운영중","","","","","0","","","","동물판매업"
"오렌지독하우스","서울특별시 노원구 하계동 256-13번지 삼정 이오니아 109호","서울특별시 노원구 노원로 248 109호 (하계동 삼정 이오니아)","20180423","운영중","","","","","0","","","","동물판매업"
"댕댕이발바닥","서울특별시 노원구 상계동 173-1번지 벽산아파트 108동 224호","서울특별시 노원구 한글비석로 396 108동 224호 (상계동 벽산아파트)","20180424","운영중","","","","","0","","","","동물판매업"
"렉스","서울특별시 금천구 독산동 959-3번지 하이클래스 301호","서울특별시 금천구 남부순환로124길 21 301호 (독산동 하이클래스)","20180523","운영중","","","","","0","","","","동물판매업"
"신내동물병원","서울특별시 중랑구 중화동 11-36번지 삼일시티빌","서울특별시 중랑구 봉화산로 103 (중화동 삼일시티빌)","20180521","운영중","","","","","0","","","","동물판매업"
"진정훈동물병원","서울특별시 중랑구 중화동 303-16번지 진정훈동물병원","서울특별시 중랑구 동일로 777 진정훈동물병원 (중화동)","20180521","운영중","","","","","0","","","","동물판매업"
"야옹하우스","서울특별시 은평구 갈현동 456-12번지 3층","서울특별시 은평구 연서로29길 7-11 3층 (갈현동)","20180223","운영중","","","","","0","","","","동물판매업"
"그루밍 플래너","서울특별시 동대문구 답십리동 250-37번지","서울특별시 동대문구 전농로 75-18 나동 2호 (답십리동)","20180523","운영중","","","","","0","","","","동물판매업"
"펫토(PETOR)","서울특별시 강남구 대치동 916-76번지 102호","서울특별시 강남구 역삼로78길 16 102호 (대치동)","20180518","운영중","","","","","0","","","","동물판매업"
"퍼피스쿨","서울특별시 강남구 삼성동 160-21번지 동화빌딩 4층","서울특별시 강남구 봉은사로104길 10 동화빌딩 4층 (삼성동)","20180518","운영중","","","","","0","","","","동물판매업"
"보람동물병원","서울특별시 광진구 군자동 363-4번지","서울특별시 광진구 군자로 84 (군자동)","20180517","운영중","","","","","0","","","","동물판매업"
"미쓰멍","서울특별시 송파구 문정동 81-6번지 1층","서울특별시 송파구 새말로10길 5 1층 (문정동)","20180509","운영중","","","","","0","","","","동물판매업"
"강아지사랑","서울특별시 노원구 중계동 434-21번지 102호","서울특별시 노원구 덕릉로 663 102호 (중계동)","20180508","운영중","","","","","0","","","","동물판매업"
"핫독","서울특별시 노원구 공릉동 338-77번지","서울특별시 노원구 공릉로 141 2층 (공릉동)","20180424","운영중","","","","","0","","","","동물판매업"
"퍼피앤피플","서울특별시 종로구 명륜1가 36-3번지","","20080908","폐업 등","20101231","","","","","","","","동물판매업"
"명품애견","서울특별시 종로구 무악동 47-5번지","서울특별시 종로구 통일로 228 (무악동)","20081008","폐업 등","20160129","","","","0","","","","동물판매업"
"월드펫동물병원","서울특별시 종로구 신영동 249-6번지","","20101001","폐업 등","20160112","","","","","","","","동물판매업"
"꼬꼬마 애견샵","서울특별시 종로구 무악동 82번지 무악현대아파트 상가1층동 107호","","20111028","폐업 등","20121114","","","","0","","","","동물판매업"
"월드컵애견","서울특별시 종로구 숭인동 1236번지","서울특별시 종로구 보문로 15 (숭인동)","20150311","폐업 등","20160323","","","","0","","","","동물판매업"
"개이쁨","서울특별시 금천구 독산동 991-11번지 2층","서울특별시 금천구 독산로 294 2층 (독산동)","20150522","폐업 등","20170123","","","","0","","","","동물판매업"
"WALWAL(왈왈)","서울특별시 서대문구 창천동 449번지","서울특별시 서대문구 연희로 30 (창천동)","20150416","운영중","","","","","0","","","","동물판매업"
"쿨펫동물병원","서울특별시 은평구 대조동 240번지 이천일아울렛 7층","서울특별시 은평구 불광로 20 (대조동이천일아울렛 7층)","20090408","폐업 등","20111101","","","","0","","","","동물판매업"
"펫프렌즈동물병원 은평","서울특별시 은평구 응암동 90-1번지 이마트 8층","서울특별시 은평구 은평로 111 (응암동이마트 8층)","20091204","폐업 등","20111101","","","","0","","","","동물판매업"
"강아지야 놀자","서울특별시 은평구 갈현동 502-4번지","서울특별시 은평구 갈현로 246 (갈현동)","20100603","운영중","","","","","","","","","동물판매업"
"앤젤퍼피","서울특별시 은평구 갈현동 419-27번지","서울특별시 은평구 갈현로 318 (갈현동)","20101112","운영중","","","","","0","","","","동물판매업"
"러브펫","서울특별시 은평구 갈현동 434-4번지 1층","서울특별시 은평구 갈현로 277 (갈현동1층)","20110518","폐업 등","20141231","","","","0","","","","동물판매업"
"고인걸애견미용샾","서울특별시 은평구 불광동 243-2번지","서울특별시 은평구 불광로 83 (불광동)","20110801","운영중","","","","","0","","","","동물판매업"
"치포팸","서울특별시 은평구 신사동 34-48번지 2층","서울특별시 은평구 증산로 439 (신사동)","20130226","폐업 등","20150417","","","","0","","","","동물판매업"
"쿨펫동물병원 은평점","서울특별시 은평구 응암동 90-1번지 이마트 5층","서울특별시 은평구 은평로 111 5층 (응암동 이마트)","20110928","폐업 등","20150310","","","","0","","","","동물판매업"
"제니 펫 살롱","서울특별시 은평구 역촌동 14-22번지","서울특별시 은평구 서오릉로 91 (역촌동)","20111104","폐업 등","20130601","","","","0","","","","동물판매업"
"자미원 애견","서울특별시 은평구 역촌동 43-47번지","서울특별시 은평구 진흥로 17 (역촌동)","20111208","운영중","","","","","0","","","","동물판매업"
"강아지풀","서울특별시 은평구 진관동 20번지 롯데캐슬아파트 824동 104호","서울특별시 은평구 진관3로 70 (진관동)","20120326","폐업 등","20180131","","","","0","","","","동물판매업"
"피쉬앤플라워","서울특별시 은평구 대조동 240번지 팜스퀘어 지하1층","서울특별시 은평구 불광로 20 (대조동)","20120615","운영중","","","","","0","","","","동물판매업"
"로얄수족관","서울특별시 은평구 응암동 90-1번지 5층","서울특별시 은평구 은평로 111 5층 (응암동)","20120823","운영중","","","","","0","","","","동물판매업"
"로얄 수족관","서울특별시 은평구 수색동 75번지 4층","서울특별시 은평구 수색로 217 4층 (수색동)","20120822","운영중","","","","","0","","","","동물판매업"
"왈왈","서울특별시 은평구 역촌동 49-28번지 지하1층","서울특별시 은평구 연서로9길 21 지하1층 (역촌동)","20131121","폐업 등","20150422","","","","0","","","","동물판매업"
"제니펫살롱","서울특별시 은평구 역촌동 14-22번지","서울특별시 은평구 서오릉로 91 (역촌동)","20140214","폐업 등","20140528","","","","0","","","","동물판매업"
"Pet#","서울특별시 은평구 역촌동 14-22번지","서울특별시 은평구 서오릉로 91 (역촌동)","20140624","운영중","","","","","0","","","","동물판매업"
"에이플코리아(주) 범서점 롯데슈퍼내","서울특별시 은평구 불광동 308-1번지 롯데슈퍼 2층","서울특별시 은평구 통일로 842-0 2층 (불광동 롯데슈퍼)","20140820","운영중","","","","","0","","","","동물판매업"
"Kitty fam","서울특별시 은평구 갈현동 423-28번지","서울특별시 은평구 갈현로 306 (갈현동)","20141106","운영중","","","","","0","","","","동물판매업"
"대송애견샵","서울특별시 은평구 녹번동 42-26번지","서울특별시 은평구 통일로 623 (녹번동)","20141106","폐업 등","20150330","","","","0","","","","동물판매업"
"해피투개독","서울특별시 은평구 응암동 585-10번지 2층","서울특별시 은평구 가좌로 251 (응암동)","20141121","폐업 등","20141231","","","","0","","","","동물판매업"
"디지탈디자인(INTERZOO)","서울특별시 은평구 수색동 37-38번지 408호","서울특별시 은평구 수색로 217-1 408호 (수색동)","20141127","운영중","","","","","0","","","","동물판매업"
"런닝독","서울특별시 은평구 응암동 585-10번지 2층","서울특별시 은평구 가좌로 251 2층 (응암동)","20150113","운영중","","","","","0","","","","동물판매업"
"강남앤독","서울특별시 강남구 논현동 16-41번지 102호","서울특별시 강남구 강남대로146길 9 102호 (논현동)","20151128","폐업 등","20180125","","","","0","","","","동물판매업"
"백산동물병원","서울특별시 강남구 논현동 182-23번지 1층","서울특별시 강남구 강남대로118길 23 1층 (논현동)","20151214","폐업 등","20161107","","","","0","","","","동물판매업"
"Dodami(도담이네)","서울특별시 도봉구 쌍문동 98-24번지 104호","서울특별시 도봉구 노해로60길 84 104호 (쌍문동)","20151209","운영중","","","","","0","","","","동물판매업"
"햇살동물병원","서울특별시 서대문구 북가좌동 487번지","서울특별시 서대문구 수색로 56 1층 131호 (북가좌동 성공타워1)","20160314","운영중","","","","","0","","","","동물판매업"
"우리똥강아지","서울특별시 금천구 시흥동 841-49번지","서울특별시 금천구 금하로11길 6 (시흥동)","20160314","운영중","","","","","0","","","","동물판매업"
"드림독","서울특별시 중랑구 상봉동 112-51번지","서울특별시 중랑구 면목로91길 46 (상봉동)","20160629","운영중","","","","","0","","","","동물판매업"
"로얄애견","서울특별시 관악구 신림동","서울특별시 관악구 신림로 387 (신림동)","20080709","운영중","","","","","0","","","","동물판매업"
"투니애견미용실","서울특별시 관악구 신림동 1429-3번지","서울특별시 관악구 봉천로 232 (신림동)","20080711","운영중","","","","","0","","","","동물판매업"
"비바펫","서울특별시 관악구 신림동 499-4번지","서울특별시 관악구 신사로14길 30 (신림동)","20081030","폐업 등","20180521","","","","0","","","","동물판매업"
"아지멍멍","서울특별시 관악구 신림동 96-95번지","서울특별시 관악구 신림로 208 (신림동)","20090825","폐업 등","20101022","","","","","","","","동물판매업"
"러브스카이","서울특별시 관악구 신림동 493-11번지","서울특별시 관악구 조원로 135 (신림동)","20100615","폐업 등","20100615","","","","","","","","동물판매업"
"짱독","서울특별시 관악구 봉천동 1665-4번지","서울특별시 관악구 남부순환로 1859 (봉천동)","20100430","폐업 등","20120611","","","","","","","","동물판매업"
"아지멍멍","서울특별시 관악구 신림동 96-95번지 1층","서울특별시 관악구 신림로 208 (신림동1층)","20101027","폐업 등","20130607","","","","0","","","","동물판매업"
"은천동물병원","서울특별시 관악구 봉천동 956-1번지 1층","서울특별시 관악구 은천로 22 (봉천동1층)","20110103","폐업 등","20150331","","","","","","","","동물판매업"
"정훈넷","서울특별시 관악구 봉천동 1565-16번지","서울특별시 관악구 쑥고개로 95 (봉천동)","20110315","폐업 등","20160715","","","","0","","","","동물판매업"
"행복한동물병원","서울특별시 관악구 봉천동 1639-1번지","서울특별시 관악구 인헌6길 15 (봉천동)","20110408","폐업 등","20121101","","","","","","","","동물판매업"
"서울퍼피","서울특별시 관악구 봉천동 1674-19번지","서울특별시 관악구 남부순환로 1879 (봉천동)","20110627","폐업 등","20120731","","","","","","","","동물판매업"
"강아지분양 애견지몽","서울특별시 관악구 신림동 515-23번지 2층","서울특별시 관악구 난곡로 352 (신림동2층)","20111207","폐업 등","20160707","","","","","","","","동물판매업"
"보라펫","서울특별시 관악구 신림동 11-18번지","서울특별시 관악구 남부순환로 1626-1 (신림동)","20130610","폐업 등","20151231","","","","0","","","","동물판매업"
"홈플러스 남현점(아이러브펫)","서울특별시 관악구 남현동 69-51번지","서울특별시 관악구 과천대로 909 (남현동)","20131002","운영중","","","","","0","","","","동물판매업"
"홈플러스 남현점","서울특별시 관악구 남현동 69-51번지","서울특별시 관악구 과천대로 909 지하1층 (남현동)","20131002","폐업 등","20171122","","","","0","","","","동물판매업"
"아이러브펫동물병원","서울특별시 관악구 남현동 69-51번지","서울특별시 관악구 과천대로 909 2층 (남현동)","20131002","폐업 등","20170706","","","","0","","","","동물판매업"
"지니앤독","서울특별시 관악구 신림동 10-629번지 2층","서울특별시 관악구 남부순환로 1674 2층 (신림동)","20140610","폐업 등","20160707","","","","0","","","","동물판매업"
"D&amp;C","서울특별시 관악구 신림동 1569-1번지 3층","서울특별시 관악구 난곡로 310 3층 (신림동)","20140708","폐업 등","20160713","","","","0","","","","동물판매업"
"나빌레라","서울특별시 관악구 신림동 1416-3번지","서울특별시 관악구 봉천로 276-1 2층 (신림동)","20140731","폐업 등","20160707","","","","0","","","","동물판매업"
"힙독(HIP DOG)","","서울특별시 양천구 은행정로 73 (신정동)","20170609","운영중","","","","","0","","","","동물판매업"
"커플애견할인점","서울특별시 관악구 봉천동 42-52번지","서울특별시 관악구 은천로 178 (봉천동)","20141202","운영중","","","","","0","","","","동물판매업"
"도그마루","서울특별시 송파구 삼전동","서울특별시 송파구 삼전로 72 1층 101호 (삼전동 엘에스타워)","20170110","운영중","","","","","0","","","","동물판매업"
"펫츠 컴패니언","서울특별시 용산구 용문동 8-126번지","서울특별시 용산구 새창로 113-2 지하1층 (용문동)","20170106","운영중","","","","","0","","","","동물판매업"
"러브펫","서울특별시 광진구 자양동 227-40번지 2층","서울특별시 광진구 자양번영로 89 2층 (자양동 Grace B/D)","20170110","운영중","","","","","0","","","","동물판매업"
"스타돌스","서울특별시 강남구 신사동 582-3번지 103호","서울특별시 강남구 압구정로28길 25 103호 (신사동 엑시)","20171018","운영중","","","","","0","","","","동물판매업"
"미스터앤미세스멍","서울특별시 동작구 신대방동 686-11번지 1층","서울특별시 동작구 신대방1가길 57 1층 (신대방동)","20171116","운영중","","","","","0","","","","동물판매업"
"오마이펫","서울특별시 송파구 잠실동 190-3번지 201호","서울특별시 송파구 백제고분로7길 24-13 201호 (잠실동)","20171221","폐업 등","20180131","","","","0","","","","동물판매업"
"캣프랜즈","서울특별시 강남구 신사동 534-3번지 202호","서울특별시 강남구 압구정로12길 36 2층 2호 (신사동)","20180109","운영중","","","","","0","","","","동물판매업"
"서울고양이미용실","서울특별시 송파구 삼전동 31-9번지 101호","서울특별시 송파구 삼전로6길 8 101호 (삼전동)","20171122","운영중","","","","","0","","","","동물판매업"
"하트동물메디컬센터","서울특별시 송파구 삼전동 132-12번지 신일빌딩","서울특별시 송파구 삼학사로 75 (삼전동)","20171122","운영중","","","","","0","","","","동물판매업"
"스윗베베독","서울특별시 강북구 번동 148-418번지","서울특별시 강북구 오현로25다길 33 1층층 (번동)","20180122","운영중","","","","","0","","","","동물판매업"
"원더펫 천호점","서울특별시 강동구 천호동 292-3번지 101호","서울특별시 강동구 구천면로41길 22 101호 (천호동)","20171201","운영중","","","","","0","","","","동물판매업"
"디어마이펫","서울특별시 중랑구 면목동 624-17번지","서울특별시 중랑구 면목로40길 12 1층 (면목동)","20180302","운영중","","","","","0","","","","동물판매업"
"강아지풀","서울특별시 은평구 진관동 25번지 은평뉴타운 구파발 918동 101호","서울특별시 은평구 진관3로 77 918동 1층 101호 (진관동 은평뉴타운 구파발)","20180306","폐업 등","20180502","","","","0","","","","동물판매업"
"공실이네","서울특별시 서대문구 남가좌동 191-22번지","서울특별시 서대문구 모래내로15길 60 1층 (남가좌동)","20180125","운영중","","","","","0","","","","동물판매업"
"청담독","서울특별시 강남구 삼성동 52-3번지 1층 4호","서울특별시 강남구 학동로 504 1층 4호 (삼성동)","20171218","운영중","","","","","0","","","","동물판매업"
"위드마이퍼피","서울특별시 강남구 삼성동 118번지","서울특별시 강남구 봉은사로74길 13 (삼성동)","20180130","운영중","","","","","0","","","","동물판매업"
"플라이플라잉","","서울특별시 관악구 관악로30길 13 2층 (봉천동)","20150622","폐업 등","20151113","","","","0","","","","동물판매업"
"늘사랑","","서울특별시 강동구 고덕로 162 (명일동)","20080908","폐업 등","20150626","","","","0","","","","동물판매업"
"폴CAT","","서울특별시 강동구 구천면로 275 (천호동)","20150629","운영중","","","","","0","","","","동물판매업"
"24시행당종합동물병원","서울특별시 성동구 행당동 318-36번지","서울특별시 성동구 고산자로 207 (행당동)","20080704","폐업 등","20131213","","","","","","","","동물판매업"
"미주애견샵","서울특별시 성동구 행당동 232-1번지","서울특별시 성동구 왕십리로 286 (행당동)","20080813","운영중","","","","","0","","","","동물판매업"
"러블리퍼피","서울특별시 성동구 성수동2가 532-19번지 2층","서울특별시 성동구 성덕정길 96-1 (성수동2가2층)","20080930","폐업 등","20101025","","","","","","","","동물판매업"
"로얄벳동물병원","서울특별시 성동구 성수동2가 333-16번지","서울특별시 성동구 뚝섬로 377 (성수동2가)","20080821","폐업 등","20161109","","","","0","","","","동물판매업"
"개판완전정복펫도매닷컴","서울특별시 성동구 성수동1가 671-169번지 1층","서울특별시 성동구 왕십리로 141 (성수동1가1층)","20090629","폐업 등","20120702","","","","","","","","동물판매업"
"럭스테일","서울특별시 성동구 용답동 102-6번지 지하1층 6호","서울특별시 성동구 천호대로 268 지하1층 6호 (용답동)","20090907","폐업 등","20160511","","","","0","","","","동물판매업"
"강아지마을","서울특별시 성동구 성수동2가 347-4번지 1층","","20091013","폐업 등","20140227","","","","","","","","동물판매업"
"한양동물메디컬센터","서울특별시 성동구 행당동 226-3번지 3층","서울특별시 성동구 왕십리로 282 3층 (행당동)","20100401","폐업 등","20170117","","","","0","","","","동물판매업"
"미니펫","서울특별시 성동구 성수동2가 532-19번지","서울특별시 성동구 성덕정길 96-1 (성수동2가)","20101027","폐업 등","20141212","","","","","","","","동물판매업"
"바우스토리 성수점","서울특별시 성동구 성수동1가 14-39번지 2층","서울특별시 성동구 상원길 24 (성수동1가2층)","20101201","폐업 등","20131206","","","","","","","","동물판매업"
"강아지나라","서울특별시 성동구 용답동 92-1번지 (1층)","서울특별시 성동구 용답29길 51-1 (용답동(1층))","20101213","폐업 등","20110527","","","","","","","","동물판매업"
"코코애견","서울특별시 성동구 용답동 60-9번지 (1층)","서울특별시 성동구 용답중앙13길 10 (용답동(1층))","20110217","운영중","","","","","","","","","동물판매업"
"강아지나라","서울특별시 성동구 용답동 102-8번지 8호","서울특별시 성동구 천호대로 268 1층 8호 (용답동)","20110527","폐업 등","20180420","","","","0","","","","동물판매업"
"더독","서울특별시 성동구 도선동 357번지 (2층)","서울특별시 성동구 왕십리로 358 (도선동(2층))","20110812","폐업 등","20131224","","","","","","","","동물판매업"
"해피캣","서울특별시 성동구 송정동 83번지 3층","서울특별시 성동구 동일로 249 3층 (송정동)","20111222","폐업 등","20180516","","","","0","","","","동물판매업"
"이윤세동물병원","서울특별시 성동구 행당동 346번지 한진노변상가 109호","서울특별시 성동구 행당로 76 109호 (행당동 한진노변상가)","20120308","운영중","","","","","0","","","","동물판매업"
"평화와생명이함께하는동물병원","서울특별시 성동구 행당동 346번지 한진노변상가 110호","서울특별시 성동구 행당로 76 110호 (행당동 한진노변상가)","20120801","폐업 등","20160120","","","","0","","","","동물판매업"
"(주) 밀레펫 성수점","서울특별시 성동구 성수동2가 333-16번지","","20121008","운영중","","","","","0","","","","동물판매업"
"(주) 밀레펫 왕십리점","서울특별시 성동구 행당동 168-151번지","서울특별시 성동구 왕십리광장로 17 2층 (행당동)","20130520","운영중","","","","","0","","","","동물판매업"
"쎄씨독","서울특별시 성동구 성수동2가 499번지","서울특별시 성동구 성수이로3길 23 1층 (성수동2가)","20131206","폐업 등","20140915","","","","0","","","","동물판매업"
"더독","서울특별시 성동구 도선동 357번지 2층","서울특별시 성동구 왕십리로 358 2층 (도선동)","20140211","폐업 등","20140826","","","","0","","","","동물판매업"
"버블퍼피","서울특별시 성동구 하왕십리동 982-8번지","서울특별시 성동구 무학봉길 63 (하왕십리동)","20140213","운영중","","","","","0","","","","동물판매업"
"반값애견","서울특별시 성동구 금호동4가 1132번지 2층","서울특별시 성동구 장터길 36 2층 (금호동4가)","20140319","운영중","","","","","0","","","","동물판매업"
"조은동물병원","서울특별시 성동구 하왕십리동 959-2번지","서울특별시 성동구 왕십리로 347 (하왕십리동)","20140417","운영중","","","","","0","","","","동물판매업"
"(주)미니펫","서울특별시 성동구 성수동2가 532-19번지 2층","서울특별시 성동구 성덕정길 96-1 2층 (성수동2가)","20140711","운영중","","","","","0","","","","동물판매업"
"정퍼피 라이트","서울특별시 성동구 성수동1가 276-27번지 2층","서울특별시 성동구 뚝섬로 358 2층 (성수동1가)","20140711","폐업 등","20150522","","","","0","","","","동물판매업"
"요미독 왕십리지점","","서울특별시 성동구 왕십리로 358 2층 (도선동)","20140828","운영중","","","","","0","","","","동물판매업"
"24시 LC 동물의료센터","서울특별시 성동구 용답동 74-2번지","서울특별시 성동구 천호대로 288 (용답동)","20140901","폐업 등","20161028","","","","0","","","","동물판매업"
"스누피도기","서울특별시 성동구 성수동2가 499번지 1층","서울특별시 성동구 성수이로3길 23 1층 (성수동2가)","20140915","폐업 등","20180503","","","","0","","","","동물판매업"
"(주)이마트 성수점","서울특별시 성동구 성수동2가 333-16번지 4층","서울특별시 성동구 뚝섬로 377 4층 (성수동2가)","20150225","운영중","","","","","0","","","","동물판매업"
"로얄독","서울특별시 강남구 청담동 19-4번지 지하1층","서울특별시 강남구 도산대로62길 17 (청담동 지하1층 )","20150714","폐업 등","20151228","","","","0","","","","동물판매업"
"신세대애견","서울특별시 강동구 명일동","서울특별시 강동구 구천면로 428 1층 (명일동 센트로빌)","20080529","폐업 등","20180503","","","","0","","","","동물판매업"
"퍼펫애견샵","서울특별시 강동구 성내동 595번지","서울특별시 강동구 올림픽로 572 102호 (성내동 코오롱2차아파트상가)","20080529","운영중","","","","","","","","","동물판매업"
"화이트펫","서울특별시 강동구 암사동 469-2번지","서울특별시 강동구 고덕로14길 61 1층 (암사동)","20080623","운영중","","","","","","","","","동물판매업"
"올림픽애견","서울특별시 강동구 성내동 415-1번지","서울특별시 강동구 양재대로 1385 (성내동)","20080703","폐업 등","20161117","","","","","","","","동물판매업"
"천호25시애견","서울특별시 강동구 천호동 451-20번지","서울특별시 강동구 천호대로 1057 (천호동)","20080825","폐업 등","20161201","","","","0","","","","동물판매업"
"강아지분양","서울특별시 송파구 풍납동 177-7번지 1층 102호","서울특별시 송파구 한가람로16길 11 1층 102호 (풍납동 나눔빌라)","20151113","운영중","","","","","0","","","","동물판매업"
"마이퍼피","서울특별시 강북구 수유동 93-11번지","서울특별시 강북구 도봉로 279 (수유동)","20151104","폐업 등","20170612","","","","0","","","","동물판매업"
"오(5)도바이크","","서울특별시 광진구 동일로 82 (자양동)","20151027","폐업 등","20160630","","","","0","","","","동물판매업"
"바라봄","서울특별시 강남구 청담동 130-23번지 지하1층","서울특별시 강남구 영동대로142길 27 (청담동)","20151110","운영중","","","","","0","","","","동물판매업"
"멍가네","서울특별시 강북구 미아동 165-70번지 1층","서울특별시 강북구 도봉로72길 23 1층 (미아동)","20151216","폐업 등","20160831","","","","0","","","","동물판매업"
"브로쓰퍼피","서울특별시 관악구 봉천동 1574-4번지","서울특별시 관악구 쑥고개로 110 (봉천동)","20151111","폐업 등","20180514","","","","0","","","","동물판매업"
"뉴독","서울특별시 양천구 신정동 974-21번지 1층","서울특별시 양천구 오목로30길 34 1층 (신정동)","20151209","운영중","","","","","0","","","","동물판매업"
"도그올케어","서울특별시 양천구 신월동 420-15번지 상가동 2호","서울특별시 양천구 남부순환로69길 13 (신월동 상가동 2호)","20151023","운영중","","","","","0","","","","동물판매업"
"더독스","서울특별시 금천구 독산동 291-5번지 시티렉스 407호","서울특별시 금천구 시흥대로 399 407호 (독산동 시티렉스)","20151204","운영중","","","","","0","","","","동물판매업"
"도그원 펫센터","서울특별시 은평구 갈현동 431-5번지 지층 2층","서울특별시 은평구 연서로29길 24 지2층 (갈현동 정운빌딩)","20120705","운영중","","","","","0","","","","동물판매업"
"도그는 못말려","서울특별시 영등포구 신길동 469-1번지 2층","서울특별시 영등포구 영등포로 398 2층 (신길동)","20160308","운영중","","","","","0","","","","동물판매업"
"올리브애견","","서울특별시 강북구 솔매로 67 1층 (미아동 일심회관)","20160309","운영중","","","","","0","","","","동물판매업"
"몽이야","서울특별시 송파구 석촌동 211-13번지 1층 101호","서울특별시 송파구 삼학사로12길 9 1층 101호 (석촌동)","20160404","폐업 등","20161123","","","","0","","","","동물판매업"
"요미독(송파점)","서울특별시 송파구 송파동 173-2번지","서울특별시 송파구 송파대로36길 45 1층 102호 (송파동)","20160311","운영중","","","","","0","","","","동물판매업"
"나에개로","서울특별시 관악구 봉천동 1657-21번지","서울특별시 관악구 봉천로 605 (봉천동)","20160328","폐업 등","20161205","","","","0","","","","동물판매업"
"예일애견","서울특별시 은평구 응암동 752-2번지","서울특별시 은평구 응암로12길 30 (응암동)","20160414","폐업 등","20171011","","","20171011","0","","","","동물판매업"
"도도한캣","서울특별시 노원구 상계동 1105-72번지 지층","서울특별시 노원구 동일로237나길 58 (상계동 지층 )","20160419","운영중","","","","","0","","","","동물판매업"
"파트라슈","서울특별시 노원구 월계동 776번지","서울특별시 노원구 초안산로5길 12 107호 (월계동 월계프라자)","20160303","폐업 등","20160527","","","","0","","","","동물판매업"
"하이클래스","서울특별시 중랑구 상봉동 106-22번지","서울특별시 중랑구 봉우재로 129 2층 (상봉동)","20160628","휴업 등","","20161024","20171030","","0","","","","동물판매업"
"유앤티피에스","","서울특별시 송파구 양재대로72길 5 102동 1층 103호 (오금동 올림픽파크 센트레빌)","20160907","폐업 등","20160907","","","","","","","","동물판매업"
"플라이독(FLY DOG)","서울특별시 성북구 동선동1가 121-6번지","서울특별시 성북구 동소문로20나길 47 (동선동1가 코아루센타시아)","20160905","운영중","","","","","0","","","","동물판매업"
"펫투유","서울특별시 동작구 사당동 1040-11번지 1층","서울특별시 동작구 동작대로3길 29 1층 (사당동)","20170106","운영중","","","","","0","","","","동물판매업"
"아이러브독","서울특별시 강동구 길동 347-12번지","서울특별시 강동구 양재대로 1522 103호 (길동)","20161216","운영중","","","","","0","","","","동물판매업"
"은평애견","서울특별시 은평구 불광동 290-5번지","서울특별시 은평구 통일로 814-1 (불광동)","20170829","폐업 등","20180810","","","","","","","","동물판매업"
"삼호동물판매소","서울특별시 강북구 수유동 51-21번지","서울특별시 강북구 도봉로 261 지층 11호 (수유동 삼호아파트수유프라자)","20170905","운영중","","","","","0","","","","동물판매업"
"요미독 홍대점","서울특별시 마포구 서교동 405-16번지","서울특별시 마포구 어울마당로 55-2 3층 (서교동 정웅빌딩)","20170719","운영중","","","","","0","","","","동물판매업"
"도그스튜디오","서울특별시 영등포구 신길동 2039번지 래미안에스티움 상가B동 116호","서울특별시 영등포구 신풍로 77 상가B동 116호 (신길동 래미안에스티움)","20170825","운영중","","","","","0","","","","동물판매업"
"예일","서울특별시 서대문구 홍은동 409-10번지","서울특별시 서대문구 거북골로 13 (홍은동)","20171116","운영중","","","","","0","","","","동물판매업"
"스윗퍼피","서울특별시 은평구 갈현동 268-4번지","서울특별시 은평구 갈현로33길 36 (갈현동)","20170828","운영중","","","","","0","","","","동물판매업"
