"사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","총종업원수","축산물가공업구분명","축산업무구분명"
"씨티독 도심속의 강아지","서울특별시 강동구 성내동 50-16번지","서울특별시 강동구 천호옛길 95 3층 (성내동)","20180822","운영중","","","","","0","","","","동물판매업"
"펫바비","서울특별시 강동구 천호동 162-5번지","서울특별시 강동구 진황도로 59-1 2층 (천호동)","20180822","운영중","","","","","0","","","","동물판매업"
"이쁘개","서울특별시 은평구 역촌동 20-49번지 1층","서울특별시 은평구 역말로 54 1층 (역촌동)","20180829","운영중","","","","","0","","","","동물판매업"
"수애견","서울특별시 중랑구 묵동 233-100번지 해명빌딩","서울특별시 중랑구 중랑천로 364 해명빌딩 1층 (묵동)","20180829","운영중","","","","","0","","","","동물판매업"
"사랑해줄개","서울특별시 중랑구 신내동 546-25번지","서울특별시 중랑구 신내로 54 2층 (신내동)","20180829","운영중","","","","","0","","","","동물판매업"
"숲속동물병원","서울특별시 중랑구 면목동 103-4번지","서울특별시 중랑구 겸재로 207 (면목동)","20180709","운영중","","","","","0","","","","동물판매업"
"버블펫","서울특별시 강북구 미아동 258-187번지 1층","서울특별시 강북구 오패산로52길 28 1층 (미아동)","20180709","운영중","","","","","0","","","","동물판매업"
"우솔동물병원","서울특별시 노원구 월계동 26-13번지 석계문고","서울특별시 노원구 화랑로 349 (월계동)","20180709","운영중","","","","","0","","","","동물판매업"
"엔젤동물병원","서울특별시 노원구 공릉동 362-3번지 미래치과의원","서울특별시 노원구 동일로 1104 (공릉동)","20180709","운영중","","","","","0","","","","동물판매업"
"참사랑동물병원","서울특별시 노원구 중계동 366-10번지 중원코아빌딩","서울특별시 노원구 한글비석로 272 중원코아빌딩 1층 (중계동)","20180709","운영중","","","","","0","","","","동물판매업"
"잠실베스트동물메디컬센터","서울특별시 송파구 석촌동 2-9번지 1층","서울특별시 송파구 삼학사로 88 1층 (석촌동)","20180709","운영중","","","","","0","","","","동물판매업"
"드리밍 도그","서울특별시 동대문구 이문동 338-3번지","서울특별시 동대문구 이문로 66 1층 (이문동)","20180709","운영중","","","","","0","","","","동물판매업"
"아인스 동물병원","서울특별시 동대문구 장안동 435-6번지","서울특별시 동대문구 장한로 44 1층 (장안동)","20180709","운영중","","","","","0","","","","동물판매업"
"도그마루","서울특별시 송파구 삼전동 7-34번지","서울특별시 송파구 삼전로 72 지하12층 (삼전동)","20180827","운영중","","","","","0","","","","동물판매업"
"이룸동물병원","서울특별시 송파구 석촌동 213-2번지 보라빌딩","서울특별시 송파구 삼학사로 44 보라빌딩 1층 (석촌동)","20180903","운영중","","","","","0","","","","동물판매업"
"모찌애견샵","서울특별시 관악구 신림동 818-89번지 1층","서울특별시 관악구 대학길 96 1층 (신림동)","20180817","운영중","","","","","0","","","","동물판매업"
"세계로동물병원","서울특별시 관악구 신림동 526-9번지","서울특별시 관악구 남부순환로 1497 (신림동)","20180817","운영중","","","","","0","","","","동물판매업"
"로엘동물병원","서울특별시 광진구 자양동 606-14번지","서울특별시 광진구 뚝섬로 622-1 1층 (자양동)","20180906","운영중","","","","","0","","","","동물판매업"
"중앙애견","서울특별시 광진구 자양동 553-437번지","서울특별시 광진구 뚝섬로 517 (자양동)","20180906","운영중","","","","","0","","","","동물판매업"
"중앙애견","서울특별시 광진구 자양동 553-437번지","서울특별시 광진구 뚝섬로 517 (자양동)","20180906","운영중","","","","","0","","","","동물판매업"
"나루동물병원","서울특별시 광진구 광장동 582번지 광장힐스테이트","서울특별시 광진구 아차산로 537-17 18호 (광장동 광장힐스테이트)","20180906","운영중","","","","","0","","","","동물판매업"
"나루동물병원","서울특별시 광진구 광장동 582번지 광장힐스테이트","서울특별시 광진구 아차산로 537-17 18호 (광장동 광장힐스테이트)","20180906","운영중","","","","","0","","","","동물판매업"
"에디슨동물병원","서울특별시 광진구 광장동 565번지","서울특별시 광진구 아차산로 530 현대프라자 상가 113호 114호호 (광장동)","20180903","운영중","","","","","0","","","","동물판매업"
"에디슨동물병원","서울특별시 광진구 광장동 565번지","서울특별시 광진구 아차산로 530 현대프라자 상가 113호 114호 (광장동)","20180903","운영중","","","","","0","","","","동물판매업"
"우리동물병원","서울특별시 광진구 자양동 636-29번지","서울특별시 광진구 뚝섬로 636 (자양동)","20180903","운영중","","","","","0","","","","동물판매업"
"서초동물병원","서울특별시 서초구 서초동 1603-66번지","서울특별시 서초구 효령로57길 4 (서초동)","20180824","운영중","","","","","0","","","","동물판매업"
"DS동물병원","서울특별시 관악구 신림동 1668-14번지 1층","서울특별시 관악구 조원중앙로 3 1층 (신림동)","20180730","운영중","","","","","0","","","","동물판매업"
"파우썸","서울특별시 송파구 방이동 155-11번지","서울특별시 송파구 가락로39길 20 1층 102호 (방이동)","20180823","운영중","","","","","0","","","","동물판매업"
"24시 잠실온 동물병원","서울특별시 송파구 잠실동 175-6번지 J타워","서울특별시 송파구 올림픽로 76 J타워 12층 102-1 103 202 203호 (잠실동)","20180821","운영중","","","","","0","","","","동물판매업"
"체리캣","서울특별시 강남구 신사동 577-5번지 카로시티1 101호","서울특별시 강남구 논현로171길 15 카로시티1 101호 (신사동)","20180822","운영중","","","","","0","","","","동물판매업"
"펫동물병원","서울특별시 용산구 효창동 79-1번지","서울특별시 용산구 백범로 285 (효창동)","20180822","운영중","","","","","0","","","","동물판매업"
"아리랑동물나라","서울특별시 성북구 동선동5가 19번지 2층","","20090723","폐업 등","20130820","","","","","","","","동물판매업"
"퍼피클럽","서울특별시 성북구 종암동 3-556번지","","20080710","폐업 등","20131011","","","","","","","","동물판매업"
"모둠이애견","서울특별시 성북구 하월곡동 80-74번지","서울특별시 성북구 오패산로 83 (하월곡동)","20100127","폐업 등","20100322","","","","0","","","","동물판매업"
"애견용품 할인마트","서울특별시 성북구 장위동 110-68번지","서울특별시 성북구 장위로48길 37 (장위동)","20101020","폐업 등","20180618","","","","0","","","","동물판매업"
"요미독 성북구지점","서울특별시 성북구 하월곡동 10-48번지 2층","서울특별시 성북구 화랑로 123-4 2층 (하월곡동)","20110419","운영중","","","","","0","","","","동물판매업"
"퍼피돌","서울특별시 성북구 장위동 305-7번지","서울특별시 성북구 월계로40길 42-17 (장위동)","20110428","운영중","","","","","0","","","","동물판매업"
"70dog","서울특별시 성북구 정릉동 258-13번지","서울특별시 성북구 보국문로16길 83 (정릉동)","20110728","운영중","","","","","0","","","","동물판매업"
"정겨운 애견","서울특별시 성북구 삼선동4가 343번지","서울특별시 성북구 보문로 189 (삼선동4가)","20120402","폐업 등","20150818","","","","","","","","동물판매업"
"쮸랑나랑","서울특별시 성북구 길음동 1225번지","서울특별시 성북구 삼양로 61 (길음동)","20120802","폐업 등","20140521","","","","","","","","동물판매업"
"복님이네 애견세상","서울특별시 성북구 동선동5가 164번지","서울특별시 성북구 아리랑로 56 (동선동5가)","20120614","폐업 등","20171127","","","","","","","","동물판매업"
"이마트 하월곡점","서울특별시 성북구 하월곡동 230번지","서울특별시 성북구 종암로 167 (하월곡동)","20120810","운영중","","","","","0","","","","동물판매업"
"(주)그린프레밀리","서울특별시 성북구 길음동 25-2번지 이마트미아점","서울특별시 성북구 도봉로 17 (길음동 이마트미아점)","20120810","운영중","","","","","0","","","","동물판매업"
"아쿠아플러스(주) 월곡점","서울특별시 성북구 하월곡동 46-73번지","서울특별시 성북구 화랑로 76 (하월곡동)","20120823","운영중","","","","","","","","","동물판매업"
"옥탑방 고양이","서울특별시 성북구 정릉동 139-3번지","서울특별시 성북구 정릉로 276 (정릉동)","20130109","폐업 등","20150818","","","","0","","","","동물판매업"
"잘나가는 고양이","서울특별시 성북구 돈암동 46-3번지","서울특별시 성북구 북악산로 866 (돈암동)","20130328","운영중","","","","","0","","","","동물판매업"
"몽몽이네","서울특별시 성북구 석관동 332-218번지","서울특별시 성북구 돌곶이로 3 (석관동)","20130913","폐업 등","20171011","","","","0","","","","동물판매업"
"개나이스","서울특별시 성북구 종암동 3-395번지","서울특별시 성북구 종암로 108 (종암동)","20140214","폐업 등","20170929","","","","0","","","","동물판매업"
"요술강아지","서울특별시 성북구 정릉동 285-10번지","서울특별시 성북구 보국문로 74 (정릉동)","20140430","운영중","","","","","0","","","","동물판매업"
"네츄럴독","서울특별시 성북구 길음동 543-75번지","서울특별시 성북구 길음로 15 (길음동)","20140609","폐업 등","20170524","","","","0","","","","동물판매업"
"꼼지락강아지","서울특별시 성북구 하월곡동 64-13번지","서울특별시 성북구 화랑로 59 (하월곡동)","20140731","폐업 등","20171017","","","","0","","","","동물판매업"
"페리독","서울특별시 성북구 동소문동6가 233번지","서울특별시 성북구 아리랑로 25-1 (동소문동6가)","20141110","운영중","","","","","0","","","","동물판매업"
"강냥이네","서울특별시 성북구 동선동1가 77번지","서울특별시 성북구 동소문로22길 45 (동선동1가)","20141205","폐업 등","20141230","","","","0","","","","동물판매업"
"애견세계","서울특별시 성북구 장위동 2115-2번지","","20080229","폐업 등","20131223","","","","","","","","동물판매업"
"대학동물병원","서울특별시 성북구 장위동 3-16  번지","","20080312","폐업 등","20090224","","","","","","","","동물판매업"
"아름애견","서울특별시 성북구 길음동 517-11번지","서울특별시 성북구 동소문로 305-4 (길음동)","20080710","운영중","","","","","0","","","","동물판매업"
"명동애견미용실","서울특별시 성북구 하월곡동 90-1531번지","서울특별시 성북구 종암로38길 34 (하월곡동 마루스위트빌)","20080710","폐업 등","20170926","","","","0","","","","동물판매업"
"애견도그로","서울특별시 성북구 길음동 1243-1번지","","20080722","폐업 등","20100702","","","","","","","","동물판매업"
"강아지를 부탁해","서울특별시 성북구 장위동 110-68  번지","","20080806","폐업 등","20080930","","","","","","","","동물판매업"
"강아지박사","서울특별시 성북구 보문동1가 147-62번지","","20081015","폐업 등","20150916","","","","","","","","동물판매업"
"베이비독스","서울특별시 성북구 하월곡동 10-46  번지","","20090120","폐업 등","20100118","","","","","","","","동물판매업"
"길음동물병원","서울특별시 성북구 길음동 1276번지 102동 106호","서울특별시 성북구 동소문로 248 102동 106호 (길음동 삼부아파트)","20090526","운영중","","","","","0","","","","동물판매업"
"도그로","서울특별시 성북구 길음동 1243-1번지","","20090714","폐업 등","20110826","","","","","","","","동물판매업"
"좋은나라애견본부","서울특별시 성북구 장위동 173-119번지","","20090714","폐업 등","20101228","","","","","","","","동물판매업"
"아라우나 동물병원","서울특별시 광진구 자양동 553-531번지","서울특별시 광진구 뚝섬로 548 (자양동)","20150521","운영중","","","","","0","","","","동물판매업"
"영점일프로 도봉점","서울특별시 도봉구 쌍문동 138-73번지","서울특별시 도봉구 노해로48길 90 (쌍문동)","20150617","폐업 등","20161121","","","","0","","","","동물판매업"
"치비펫샵","서울특별시 중랑구 면목동 661-55번지 1층","서울특별시 중랑구 면목로35길 38 1층 (면목동)","20150713","폐업 등","20170206","","","","0","","","","동물판매업"
"요미독","서울특별시 중랑구 묵동 182-21번지 2층","서울특별시 중랑구 동일로 852 2층 (묵동)","20150713","운영중","","","","","0","","","","동물판매업"
"위즈펫동물병원VIC영등포점","서울특별시 영등포구 영등포동8가 62-1번지","서울특별시 영등포구 영중로 125 (영등포동8가)","20150707","운영중","","","","","0","","","","동물판매업"
"나는 펫이다","","서울특별시 노원구 동일로239길 42 (상계동)","20150720","폐업 등","20160520","","","","0","","","","동물판매업"
"러브펫","서울특별시 마포구 망원동 400-18번지","서울특별시 마포구 포은로 88 (망원동)","20150720","운영중","","","","","0","","","","동물판매업"
"쁘띠시앙","서울특별시 마포구 도화동 200-0013번지","서울특별시 마포구 도화4길 33 (도화동)","20120103","운영중","","","","","","","","","동물판매업"
"하우스 독","서울특별시 마포구 합정동 388-15번지 2/3층","서울특별시 마포구 월드컵로3길 31-30 2/3층 (합정동)","20131220","운영중","","","","","0","","","","동물판매업"
"네발하우스","서울특별시 마포구 동교동 150-6번지","서울특별시 마포구 양화로23길 48 3층 (동교동)","20140430","운영중","","","","","0","","","","동물판매업"
"이마트공덕점 그린프레밀리","","서울특별시 마포구 백범로 212 (신공덕동 대우 월드마크마포/이마트 공덕점)","20140508","운영중","","","","","0","","","","동물판매업"
"멍멍멍","서울특별시 마포구 동교동 166-10번지 연희빌딩 402호","서울특별시 마포구 홍익로6길 67 (동교동 연희빌딩 402호)","20140711","운영중","","","","","0","","","","동물판매업"
"굿퍼피","서울특별시 마포구 망원동 410-5번지","서울특별시 마포구 망원로6길 31 (망원동)","20140718","운영중","","","","","0","","","","동물판매업"
"오게이독","서울특별시 마포구 창전동 19-1번지","서울특별시 마포구 서강로 79 (창전동)","20140929","운영중","","","","","0","","","","동물판매업"
"아이러브 독","서울특별시 마포구 염리동 8-43번지","서울특별시 마포구 신촌로 198 (염리동)","20141202","운영중","","","","","0","","","","동물판매업"
"홍대아이엠 중성화 진료수술센터","서울특별시 마포구 서교동 354-8번지","서울특별시 마포구 양화로 122 (서교동)","20150204","운영중","","","","","0","","","","동물판매업"
"예스동물병원","서울특별시 마포구 아현동 774번지","서울특별시 마포구 마포대로 195 (아현동 마포래미안푸르지오 아파트 4단지 상가 214호)","20150306","운영중","","","","","0","","","","동물판매업"
"마이주","서울특별시 마포구 망원동 410-1번지","서울특별시 마포구 망원로6길 21 (망원동)","20150306","운영중","","","","","0","","","","동물판매업"
"펫살롱","서울특별시 도봉구 쌍문동 256번지 신원에벤에셀 101동 214호","서울특별시 도봉구 해등로 255 101동 214호 (쌍문동 신원에벤에셀(상가))","20150706","폐업 등","20170125","","","","0","","","","동물판매업"
"펫베베","서울특별시 서초구 방배동 924-14번지 수정빌딩 201호","서울특별시 서초구 방배로 113 201호 (방배동 수정빌딩)","20150824","폐업 등","20180308","","","","0","","","","동물판매업"
"윤앤퍼피","서울특별시 강남구 대치동 916-24번지 5층","서울특별시 강남구 삼성로71길 29 5층 (대치동)","20150909","운영중","","","","","0","","","","동물판매업"
"멍멍멍","서울특별시 송파구 가락동 93번지 금강빌딩 2층","서울특별시 송파구 양재대로62길 8 2층 (가락동 금강빌딩)","20151005","운영중","","","","","0","","","","동물판매업"
"멍신랑 냥신부","서울특별시 마포구 망원동 425-6번지","서울특별시 마포구 포은로 136 4층 (망원동)","20151013","운영중","","","","","0","","","","동물판매업"
"류펫(RyuPet)","서울특별시 성북구 하월곡동 77-976번지","서울특별시 성북구 오패산로 98-23 (하월곡동)","20150922","폐업 등","20170828","","","","0","","","","동물판매업"
"강아지박사","서울특별시 성북구 보문동2가 128번지","서울특별시 성북구 보문로 105 (보문동2가 보림빌딩)","20150922","운영중","","","","","0","","","","동물판매업"
"프라임동물병원","","서울특별시 광진구 아차산로 451 (구의동 세림리오빌아파트)","20151016","폐업 등","20160613","","","","0","","","","동물판매업"
"클래스 독","서울특별시 강동구 성내동 415-5번지","서울특별시 강동구 풍성로57길 16 (성내동)","20150918","폐업 등","20161201","","","","0","","","","동물판매업"
"모두펫","서울특별시 송파구 잠실동 204-9번지 2층","서울특별시 송파구 올림픽로12길 26 2층 (잠실동)","20150918","운영중","","","","","0","","","","동물판매업"
"펫타임","서울특별시 송파구 석촌동 287-11번지 102호","서울특별시 송파구 송파대로43길 6 102호 (석촌동 동문로즈빌)","20160111","폐업 등","20160719","","","","0","","","","동물판매업"
"펫샵","서울특별시 영등포구 신길동 697번지 1층","서울특별시 영등포구 여의대방로39길 1 1층 (신길동)","20160201","운영중","","","","","0","","","","동물판매업"
"더탑동물병원","서울특별시 은평구 녹번동 117-88번지","서울특별시 은평구 통일로 691 (녹번동)","20160526","폐업 등","20160526","","","","","","","","동물판매업"
"우다다담","서울특별시 중랑구 상봉동 84-56번지 2층","서울특별시 중랑구 상봉로25길 7 2층 (상봉동)","20160525","운영중","","","","","0","","","","동물판매업"
"STAR동물병원","서울특별시 서초구 반포동 705-2번지","서울특별시 서초구 신반포로 330 (반포동)","20091224","폐업 등","20160830","","","","","","","","동물판매업"
"체리캣","서울특별시 강남구 신사동 1층","서울특별시 강남구 압구정로 136 1층 (신사동 엔와이빌딩)","20160729","운영중","","","","","0","","","","동물판매업"
"행복한 강아지","서울특별시 영등포구 신길동 3591번지 남서울아파트 A상가 12동 106호","서울특별시 영등포구 신길로 108 12동 106호 (신길동남서울아파트 A상가)","20081013","운영중","","","","","","","","","동물판매업"
"애개애개","서울특별시 영등포구 여의도동 32-1번지 수정상가 104호","서울특별시 영등포구 국제금융로7길 3 (여의도동수정상가 104호)","20081014","운영중","","","","","","","","","동물판매업"
"도그플러스동물병원","서울특별시 영등포구 문래동3가 55-3번지 삼성홈플러스빌딩 4층","서울특별시 영등포구 당산로 42 (문래동3가삼성홈플러스빌딩 4층)","20090320","운영중","","","","","","","","","동물판매업"
"아프리카동물병원","서울특별시 영등포구 대림동 979-3번지","서울특별시 영등포구 시흥대로 647 (대림동)","20090513","폐업 등","20110624","","","","","","","","동물판매업"
"우신종합동물병원","서울특별시 영등포구 신길동 232-15번지","서울특별시 영등포구 신길로 168 (신길동)","20090730","운영중","","","","","","","","","동물판매업"
"러브펫동물병원","서울특별시 영등포구 영등포동4가 442번지 지하1층(B102호)","서울특별시 영등포구 영중로 15 (영등포동4가지하1층(B102호))","20090915","운영중","","","","","","","","","동물판매업"
"큐티독","서울특별시 영등포구 신길동 3962-5번지 3층","서울특별시 영등포구 대방천로 211 (신길동3층)","20100802","운영중","","","","","0","","","","동물판매업"
"더캣츠","서울특별시 영등포구 당산동6가 339-4번지","서울특별시 영등포구 양평로 68 (당산동6가)","20110104","폐업 등","20110622","","","","","","","","동물판매업"
"Ipet(아이펫)","서울특별시 영등포구 양평동4가 130번지 3층","서울특별시 영등포구 양평로22길 2 (양평동4가3층)","20110408","폐업 등","20140108","","","","","","","","동물판매업"
"베이비펫샵","서울특별시 영등포구 영등포동 602-91번지","서울특별시 영등포구 영신로 9-1 (영등포동)","20111004","폐업 등","20111216","","","","","","","","동물판매업"
"베이비펫샵","서울특별시 영등포구 영등포동 602-91번지","서울특별시 영등포구 영신로 9-1 (영등포동)","20111220","폐업 등","20131118","","","","","","","","동물판매업"
"왈츠동물병원","서울특별시 영등포구 대림동 776-2번지","서울특별시 영등포구 가마산로 324 (대림동)","20120330","운영중","","","","","","","","","동물판매업"
"더부루벨","서울특별시 영등포구 영등포동4가 442번지 타임스퀘어 B2","서울특별시 영등포구 영중로 15 (영등포동4가타임스퀘어 B2)","20120820","운영중","","","","","","","","","동물판매업"
"아쿠아플러스(주)","서울특별시 영등포구 문래동3가 55-3번지","서울특별시 영등포구 당산로 42 (문래동3가)","20120820","운영중","","","","","0","","","","동물판매업"
"펫가든동물병원","서울특별시 영등포구 영등포동8가 62-1번지 빅마켓1층","서울특별시 영등포구 영중로 125 (영등포동8가)","20130426","폐업 등","20150407","","","","0","","","","동물판매업"
"펫모아강아지분양","서울특별시 영등포구 당산동4가 32-70번지","서울특별시 영등포구 당산로 164 (당산동4가)","20130531","운영중","","","","","0","","","","동물판매업"
"(주)피에프피","서울특별시 영등포구 당산동5가 11-34번지","서울특별시 영등포구 당산로44길 3 (당산동5가)","20130904","운영중","","","","","0","","","","동물판매업"
"베이비펫","서울특별시 영등포구 신길동 223-7번지","서울특별시 영등포구 신길로 182 (신길동)","20131102","폐업 등","20170821","","","","0","","","","동물판매업"
"24시수동물메디컬센터","서울특별시 영등포구 양평동1가 28-3번지","서울특별시 영등포구 영등포로 85-1 (양평동1가)","20131120","운영중","","","","","0","","","","동물판매업"
"(주)펫펏(요미독영등포지점)","서울특별시 영등포구 당산동1가 18-2번지","서울특별시 영등포구 영등포로 139 (당산동1가)","20140408","운영중","","","","","0","","","","동물판매업"
"트루펫(true pet)","서울특별시 영등포구 영등포동 618-154번지","서울특별시 영등포구 신길로61길 23 (영등포동)","20140801","폐업 등","20141013","","","","0","","","","동물판매업"
"바우스토리 영등포점","서울특별시 영등포구 영등포동4가 443번지 센트럴푸르지오시티상가 1층","서울특별시 영등포구 문래로 180 1층 111호112호 (영등포동4가 센트럴푸르지오시티상가)","20140912","폐업 등","20160804","","","","0","","","","동물판매업"
"개밥그릇 애견샵","서울특별시 동작구 노량진동 215-139번지","서울특별시 동작구 만양로 42 (노량진동)","20081017","폐업 등","20120306","","","","","","","","동물판매업"
"24시 유케어종합동물병원","서울특별시 동작구 상도동 27-12번지","서울특별시 동작구 상도로 214 (상도동)","20100615","폐업 등","20150716","","","","","","","","동물판매업"
"동작동물종합병원","서울특별시 동작구 대방동 393-67번지","서울특별시 동작구 상도로 71 (노량진동)","20090320","폐업 등","20131122","","","","","","","","동물판매업"
"이수동물병원","서울특별시 동작구 사당동 162-96번지 1층","서울특별시 동작구 사당로23나길 30 1층 (사당동)","20110908","폐업 등","20141210","","","","","","","","동물판매업"
"정겨운동물병원","서울특별시 동작구 상도1동 261번지","서울특별시 동작구 상도로 315 (상도1동)","20111220","폐업 등","20150526","","","","0","","","","동물판매업"
"정 애견 Park","서울특별시 동작구 상도동 492-12번지","서울특별시 동작구 상도로58길 3 1층 (상도동)","20130122","폐업 등","20131010","","","","0","","","","동물판매업"
"착한강아지","서울특별시 동작구 상도동 487-11번지 1층","서울특별시 동작구 상도로55길 4 1층 (상도동)","20130305","운영중","","","","","0","","","","동물판매업"
"상도힐링동물병원","서울특별시 동작구 상도동 486-7번지 1층","서울특별시 동작구 상도로 353 1층 (상도동)","20130416","운영중","","","","","0","","","","동물판매업"
"공간 아쿠아","서울특별시 동작구 흑석동 332번지 지하1층 이랜드해가든 하나로마트 흑석점 안","서울특별시 동작구 서달로 150 지하1층 (흑석동 이랜드해가든 하나로마트 흑석점 안)","20121214","폐업 등","20180420","","","","0","","","","동물판매업"
"베이비몽","서울특별시 동작구 사당동 1007-1번지 2층","서울특별시 동작구 동작대로23길 13 2층 (사당동)","20131105","운영중","","","","","0","","","","동물판매업"
"도그마루(왕십리점)","서울특별시 성동구 상왕십리동 811번지 텐즈힐몰(221동) 1149호","서울특별시 성동구 마장로 137 221동 1층 1149호 (상왕십리동 텐즈힐)","20161215","운영중","","","","","0","","","","동물판매업"
"야옹아 멍멍해봐","서울특별시 성북구 삼선동5가 299번지","서울특별시 성북구 삼선교로24길 3 (삼선동5가 한성대학교생활관)","20161123","폐업 등","20180820","","","","0","","","","동물판매업"
"(주)에이치바이온","","서울특별시 구로구 경인로 64 (오류동 SOOAM BIOTECH)","20170329","운영중","","","","","0","","","","동물판매업"
"원더펫","","서울특별시 광진구 능동로 347-1 1층 (중곡동 동남빌딩)","20170317","운영중","","","","","0","","","","동물판매업"
"프블리","서울특별시 강남구 신사동 574-3번지 신운빌딩 103호","서울특별시 강남구 압구정로 150 103호 (신사동 신운빌딩)","20170215","운영중","","","","","0","","","","동물판매업"
"25시동물병원","서울특별시 노원구 중계동 363번지 대림벽산상가 102호","서울특별시 노원구 한글비석로8길 16 102호 (중계동 대림벽산아파트)","20180528","운영중","","","","","0","","","","동물판매업"
"강아지똥","서울특별시 강남구 논현동 170번지 스페이스모노빌딩 2층","서울특별시 강남구 논현로115길 71 스페이스모노빌딩 2층 (논현동)","20180528","운영중","","","","","0","","","","동물판매업"
"멍멍스토리","서울특별시 강남구 논현동 170번지 스페이스모노빌딩 2층","서울특별시 강남구 논현로115길 71 스페이스모노빌딩 2층 (논현동)","20180528","운영중","","","","","0","","","","동물판매업"
"노블도그","서울특별시 강서구 화곡동 1013번지","서울특별시 강서구 강서로 237 2층 (화곡동)","20180711","운영중","","","","","0","","","","동물판매업"
"한빛종합동물병원","서울특별시 노원구 상계동 749-10번지 현대프라자빌딩","서울특별시 노원구 동일로 1370 (상계동)","20180716","운영중","","","","","0","","","","동물판매업"
"신당햇살동물병원","서울특별시 성동구 금호동1가 132-18번지","서울특별시 성동구 행당로1길 23 (금호동1가)","20180717","운영중","","","","","0","","","","동물판매업"
"행복한동물병원","서울특별시 도봉구 창동 749-16번지 한독패밀리타운 108호","서울특별시 도봉구 도봉로136길 7 한독패밀리타운 108호 (창동)","20180810","운영중","","","","","0","","","","동물판매업"
"꽃보다 개","서울특별시 강북구 수유동 248-35번지","서울특별시 강북구 한천로 1103 2층 (수유동)","20180607","운영중","","","","","0","","","","동물판매업"
"퍼플퍼피","서울특별시 강남구 신사동 550-19번지 1층","서울특별시 강남구 압구정로18길 14 1층 (신사동)","20180810","운영중","","","","","0","","","","동물판매업"
"메디펫동물병원","서울특별시 서초구 서초동 1343-1번지","서울특별시 서초구 효령로 384 (서초동)","20180621","운영중","","","","","0","","","","동물판매업"
"러브스카이","서울특별시 관악구 신림동 491-17번지 1층","서울특별시 관악구 남부순환로161가길 17 1층 (신림동)","20180718","운영중","","","","","0","","","","동물판매업"
"형제종합동물병원","서울특별시 관악구 봉천동 923-23번지 1층","서울특별시 관악구 남부순환로 1745-1 1층 (봉천동)","20180820","운영중","","","","","0","","","","동물판매업"
"체셔의 주택","서울특별시 관악구 신림동 98-163번지","서울특별시 관악구 복은10길 37-4 (신림동)","20180820","운영중","","","","","0","","","","동물판매업"
"캣틀리에 서초점","서울특별시 서초구 방배동 455-2번지","서울특별시 서초구 방배천로16길 4 2층 (방배동)","20180619","운영중","","","","","0","","","","동물판매업"
"헤이븐동물병원","서울특별시 서초구 방배동 2238번지 동성빌딩","서울특별시 서초구 동작대로 166 동성빌딩 1층 (방배동)","20180619","운영중","","","","","0","","","","동물판매업"
"까르텔","서울특별시 강남구 신사동 522-6번지 신광빌딩 202호","서울특별시 강남구 강남대로162길 21 신광빌딩 202호 (신사동)","20180814","운영중","","","","","0","","","","동물판매업"
"그레이스펫","서울특별시 강남구 청담동 21-10번지 1층","서울특별시 강남구 선릉로146길 27-11 1층 (청담동)","20180621","운영중","","","","","0","","","","동물판매업"
"이앤박동물병원","서울특별시 노원구 상계동 456-128번지","서울특별시 노원구 한글비석로52길 18 (상계동)","20180723","운영중","","","","","0","","","","동물판매업"
"참동물병원","서울특별시 노원구 상계동 649-7번지 다모아빌딩","서울특별시 노원구 동일로 1530 다모아빌딩 108호 (상계동)","20180723","운영중","","","","","0","","","","동물판매업"
"한강동물병원","서울특별시 노원구 상계동 430-13번지 섬기는교회","서울특별시 노원구 노원로34길 76 (상계동)","20180723","운영중","","","","","0","","","","동물판매업"
"주식회사거북이월드","서울특별시 강남구 논현동 215-7번지 성목빌딩 2층","서울특별시 강남구 학동로30길 18 성목빌딩 2층 (논현동)","20180704","운영중","","","","","0","","","","동물판매업"
"녹번동물병원","서울특별시 은평구 녹번동 117-112번지 남영빌딩","서울특별시 은평구 통일로 697 남영빌딩 1층 (녹번동)","20180627","운영중","","","","","0","","","","동물판매업"
"hola(올라)","서울특별시 은평구 갈현동 327-20번지 1층","서울특별시 은평구 서오릉로 234 1층 (갈현동)","20180627","운영중","","","","","0","","","","동물판매업"
"뉴타운동물병원","서울특별시 은평구 진관동 20번지 은평뉴타운상림마을 821동 상가101호","서울특별시 은평구 진관3로 70 821동 상가 101호 (진관동 은평뉴타운상림마을)","20180627","운영중","","","","","0","","","","동물판매업"
"방주동물의료센터","서울특별시 강동구 성내동 449-13번지","서울특별시 강동구 양재대로 1299 (성내동)","20180614","운영중","","","","","0","","","","동물판매업"
"서울종합동물병원","서울특별시 관악구 신림동 408-143번지 1층","서울특별시 관악구 신림로 233 1층 (신림동)","20180808","운영중","","","","","0","","","","동물판매업"
"신림종합동물병원","서울특별시 관악구 신림동 395-53번지 1층","서울특별시 관악구 신림로 157 1층 (신림동)","20180808","운영중","","","","","0","","","","동물판매업"
"투퍼피","서울특별시 관악구 신림동 1429-16번지 3층","서울특별시 관악구 신림로 387 3층 (신림동)","20180808","운영중","","","","","0","","","","동물판매업"
"위드펫","서울특별시 송파구 잠실동 234-17번지 1층","서울특별시 송파구 백제고분로 161 1층 (잠실동)","20180712","운영중","","","","","0","","","","동물판매업"
